Index,X.1,X,Season,Episode,title,Scene,Line,Speaker,Text,Location,Region,House,Major.Char,Gender
504,504,504,Season 1,S01E02,The Kingsroad,1,504,VISERYS TARGARYEN, I have no interest in hospitality or comfort. I'll stay with Drogo until he fulfils his end of the bargain and I have my crown.,Dothraki Sea,Essos,Other,0,Other
505,505,505,Season 1,S01E02,The Kingsroad,1,505,JORAH MORMONT," As you wish, your Grace.",Dothraki Sea,Essos,Other,1,Male
506,506,506,Season 1,S01E02,The Kingsroad,1,506,VISERYS TARGARYEN," Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading. What did Ned Stark want you for? Buying from a slaver?",Dothraki Sea,Essos,Other,0,Other
507,507,507,Season 1,S01E02,The Kingsroad,1,507,JORAH MORMONT, Selling to one... Some poachers I caught on my land.,Dothraki Sea,Essos,Other,1,Male
508,508,508,Season 1,S01E02,The Kingsroad,1,508,VISERYS TARGARYEN," Under my reign, you won't be punished for such nonsense. You can rest assured of that.",Dothraki Sea,Essos,Other,0,Other
509,509,509,Season 1,S01E02,The Kingsroad,1,509,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Dothraki Sea,Essos,Other,0,Other
510,510,510,Season 1,S01E02,The Kingsroad,2,510,JOFFREY BARATHEON,Joffrey finding Tyrion asleep in the dog's pen of Winterfell.,Winterfell,The North,Lannister,1,Male
511,511,511,Season 1,S01E02,The Kingsroad,2,511,TYRION LANNISTER,Joffrey finding Tyrion asleep in the dog's pen of Winterfell.,Winterfell,The North,Lannister,1,Male
512,512,512,Season 1,S01E02,The Kingsroad,2,512,JOFFREY BARATHEON," Better-looking bitches than you're used to, Uncle. My mother's been looking for you. We ride for King's Landing today.",Winterfell,The North,Lannister,1,Male
513,513,513,Season 1,S01E02,The Kingsroad,2,513,TYRION LANNISTER," Before you go, you will call on Lord and Lady Stark and offer your sympathies.",Winterfell,The North,Lannister,1,Male
514,514,514,Season 1,S01E02,The Kingsroad,2,514,JOFFREY BARATHEON, What good will my sympathies do them?,Winterfell,The North,Lannister,1,Male
515,515,515,Season 1,S01E02,The Kingsroad,2,515,TYRION LANNISTER, None. But it is expected of you. Your absence has already been noted.,Winterfell,The North,Lannister,1,Male
516,516,516,Season 1,S01E02,The Kingsroad,2,516,JOFFREY BARATHEON, The boy means nothing to me. And I can't stand the wailing of women.,Winterfell,The North,Lannister,1,Male
517,517,517,Season 1,S01E02,The Kingsroad,2,517,TYRION LANNISTER, One word and I'll hit you again.,Winterfell,The North,Lannister,1,Male
518,518,518,Season 1,S01E02,The Kingsroad,2,518,JOFFREY BARATHEON, I'm telling mother!,Winterfell,The North,Lannister,1,Male
519,519,519,Season 1,S01E02,The Kingsroad,2,519,TYRION LANNISTER," Go! Tell her. But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them. Do you understand?",Winterfell,The North,Lannister,1,Male
520,520,520,Season 1,S01E02,The Kingsroad,2,520,JOFFREY BARATHEON, You can't...,Winterfell,The North,Lannister,1,Male
521,521,521,Season 1,S01E02,The Kingsroad,2,521,TYRION LANNISTER, Do you understand?,Winterfell,The North,Lannister,1,Male
522,522,522,Season 1,S01E02,The Kingsroad,2,522,SANDOR CLEGANE," The Prince will remember that, little lord.",Winterfell,The North,Other,1,Male
523,523,523,Season 1,S01E02,The Kingsroad,2,523,TYRION LANNISTER," I hope so. If he forgets, be a good dog and remind him. Time for breakfast...",Winterfell,The North,Lannister,1,Male
524,524,524,Season 1,S01E02,The Kingsroad,2,524,TYRION LANNISTER,Tyrion walks from the courtyard to the dining hall where his family is eating breakfast.,Winterfell,The North,Lannister,1,Male
525,525,525,Season 1,S01E02,The Kingsroad,2,525,TYRION LANNISTER," Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black.",Winterfell,The North,Lannister,1,Male
526,526,526,Season 1,S01E02,The Kingsroad,2,526,JAIME LANNISTER, Little brother.,Winterfell,The North,Lannister,1,Male
527,527,527,Season 1,S01E02,The Kingsroad,2,527,TYRION LANNISTER, Beloved siblings.,Winterfell,The North,Lannister,1,Male
528,528,528,Season 1,S01E02,The Kingsroad,2,528,MYRCELLA BARATHEON, Is Bran going to die?,Winterfell,The North,Lannister,0,Other
529,529,529,Season 1,S01E02,The Kingsroad,2,529,TYRION LANNISTER, Apparently not.,Winterfell,The North,Lannister,1,Male
530,530,530,Season 1,S01E02,The Kingsroad,2,530,CERSEI LANNISTER, What do you mean?,Winterfell,The North,Lannister,1,Female
531,531,531,Season 1,S01E02,The Kingsroad,2,531,TYRION LANNISTER, The Maester says the boy may live.,Winterfell,The North,Lannister,1,Male
532,532,532,Season 1,S01E02,The Kingsroad,2,532,CERSEI LANNISTER," It's no mercy, letting a child linger in such pain.",Winterfell,The North,Lannister,1,Female
533,533,533,Season 1,S01E02,The Kingsroad,2,533,TYRION LANNISTER, Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you.,Winterfell,The North,Lannister,1,Male
534,534,534,Season 1,S01E02,The Kingsroad,2,534,CERSEI LANNISTER, I still can't believe you're going. It's ridiculous even for you.,Winterfell,The North,Lannister,1,Female
535,535,535,Season 1,S01E02,The Kingsroad,2,535,TYRION LANNISTER," Where's your sense of wonder? The greatest structure ever built, the intrepid men of the Night's Watch, the wintry abode of the White Walkers.",Winterfell,The North,Lannister,1,Male
536,536,536,Season 1,S01E02,The Kingsroad,2,536,JAIME LANNISTER, Tell me you're not thinking of taking the black.,Winterfell,The North,Lannister,1,Male
537,537,537,Season 1,S01E02,The Kingsroad,2,537,TYRION LANNISTER, And go celibate? The whores would go begging from Dorne to Casterly Rock. I just want to stand on top of the Wall and piss off the edge of the world.,Winterfell,The North,Lannister,1,Male
538,538,538,Season 1,S01E02,The Kingsroad,2,538,CERSEI LANNISTER, The children don't need to hear your filth. Come.,Winterfell,The North,Lannister,1,Female
539,539,539,Season 1,S01E02,The Kingsroad,2,539,JAIME LANNISTER," Even if the boy lives, he'll be a cripple, a grotesque. Give me a good clean death any day.",Winterfell,The North,Lannister,1,Male
540,540,540,Season 1,S01E02,The Kingsroad,2,540,TYRION LANNISTER," Speaking for the grotesques, I'd have to disagree. Death is so final, whereas life... Life is full of possibilities. I hope the boy does wake. I'd be very interested to hear what he has to say.",Winterfell,The North,Lannister,1,Male
541,541,541,Season 1,S01E02,The Kingsroad,2,541,JAIME LANNISTER," My dear brother, there are times you make me wonder whose side you're on.",Winterfell,The North,Lannister,1,Male
542,542,542,Season 1,S01E02,The Kingsroad,2,542,TYRION LANNISTER," My dear brother, you wound me. You know how much I love my family.",Winterfell,The North,Lannister,1,Male
543,543,543,Season 1,S01E02,The Kingsroad,2,543,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Winterfell,The North,Other,0,Other
544,544,544,Season 1,S01E02,The Kingsroad,3,544,CATELYN STARK,"In Bran's room with Catelyn at his bedside, Cersei coming to console.",Winterfell,The North,Stark,1,Female
545,545,545,Season 1,S01E02,The Kingsroad,3,545,CERSEI LANNISTER,"In Bran's room with Catelyn at his bedside, Cersei coming to console.",Winterfell,The North,Lannister,1,Female
546,546,546,Season 1,S01E02,The Kingsroad,3,546,CERSEI LANNISTER, Please.,Winterfell,The North,Lannister,1,Female
547,547,547,Season 1,S01E02,The Kingsroad,3,547,CATELYN STARK,"  I would have dressed, your Grace.",Winterfell,The North,Stark,1,Female
548,548,548,Season 1,S01E02,The Kingsroad,3,548,CERSEI LANNISTER," This is your home. I'm your guest. Handsome one, isn't he? I lost my first boy, a little black-haired beauty. He was a fighter too... Tried to beat the fever that took him. Forgive me. It's the last thing you need to hear right now.",Winterfell,The North,Lannister,1,Female
549,549,549,Season 1,S01E02,The Kingsroad,3,549,CATELYN STARK, I never knew.,Winterfell,The North,Stark,1,Female
550,550,550,Season 1,S01E02,The Kingsroad,3,550,CERSEI LANNISTER,"  It was years ago. Robert was crazed, beat his hands bloody on the wall, all the things men do to show you how much they care... The boy looked just like him. Such a little thing... A bird without feathers. They came to take his body away and Robert held me. I screamed and I battled, but he held me. That little bundle. They took him away and I never saw him again. Never have visited the crypt, never. I pray to the Mother every morning and night that she return your child to you.",Winterfell,The North,Lannister,1,Female
551,551,551,Season 1,S01E02,The Kingsroad,3,551,CATELYN STARK,  I am grateful..,Winterfell,The North,Stark,1,Female
552,552,552,Season 1,S01E02,The Kingsroad,3,552,CERSEI LANNISTER, Perhaps this time she'll listen.,Winterfell,The North,Lannister,1,Female
553,553,553,Season 1,S01E02,The Kingsroad,3,553,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Winterfell,The North,Other,0,Other
554,554,554,Season 1,S01E02,The Kingsroad,4,554,SCRIPT_NOTE,Near the Smith in a courtyard of Winterfell.,Winterfell,The North,Other,0,Other
555,555,555,Season 1,S01E02,The Kingsroad,4,555,JAIME LANNISTER, A sword for the wall?,Winterfell,The North,Lannister,1,Male
556,556,556,Season 1,S01E02,The Kingsroad,4,556,JON SNOW, I already have one.,Winterfell,The North,Stark,1,Male
557,557,557,Season 1,S01E02,The Kingsroad,4,557,JAIME LANNISTER, Good man. Have you swung it yet?,Winterfell,The North,Lannister,1,Male
558,558,558,Season 1,S01E02,The Kingsroad,4,558,JON SNOW, Of course I have.,Winterfell,The North,Stark,1,Male
559,559,559,Season 1,S01E02,The Kingsroad,4,559,JAIME LANNISTER,"  At someone, I mean. It's a strange thing, the first time you cut a man. You realize we're nothing but sacks of meat and blood and some bone to keep it all standing. Let me thank you ahead of time for guarding us all from the perils beyond the Wall... Wildlings and White Walkers and whatnot. We're grateful to have good, strong men like you protecting us.",Winterfell,The North,Lannister,1,Male
560,560,560,Season 1,S01E02,The Kingsroad,4,560,JON SNOW, We've guarded the Kingdoms for 8 000 years.,Winterfell,The North,Stark,1,Male
561,561,561,Season 1,S01E02,The Kingsroad,4,561,JAIME LANNISTER," Is it ""we"" already? Have you taken your vows then?",Winterfell,The North,Lannister,1,Male
562,562,562,Season 1,S01E02,The Kingsroad,4,562,JON SNOW, Soon enough.,Winterfell,The North,Stark,1,Male
563,563,563,Season 1,S01E02,The Kingsroad,4,563,JAIME LANNISTER," Give my regards to the Night's Watch. I'm sure it will be thrilling to serve in such an elite force. And if not, It's only for life.",Winterfell,The North,Lannister,1,Male
564,564,564,Season 1,S01E02,The Kingsroad,4,564,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Winterfell,The North,Other,0,Other
565,565,565,Season 1,S01E02,The Kingsroad,5,565,JON SNOW,"Arya's room, packing things for her trip to King's Landing, having her direwolf assist her. Jon comes in to say goodbye before he leaves for the Night's Watch.",Winterfell,The North,Stark,1,Male
566,566,566,Season 1,S01E02,The Kingsroad,5,566,ARYA STARK," Thank you, Nymeria. Septa Mordane says I have to do it again. ""My things weren't properly folded"", she says. Who cares how they're folded?! They're going to get all messed up anyway.",Winterfell,The North,Stark,1,Female
567,567,567,Season 1,S01E02,The Kingsroad,5,567,JON SNOW, It's good you've got help.,Winterfell,The North,Stark,1,Male
568,568,568,Season 1,S01E02,The Kingsroad,5,568,ARYA STARK," Watch. Nymeria, gloves.",Winterfell,The North,Stark,1,Female
569,569,569,Season 1,S01E02,The Kingsroad,5,569,JON SNOW,  Impressive.,Winterfell,The North,Stark,1,Male
570,570,570,Season 1,S01E02,The Kingsroad,5,570,ARYA STARK,"  Shut up. Nymeria, gloves!",Winterfell,The North,Stark,1,Female
571,571,571,Season 1,S01E02,The Kingsroad,5,571,JON SNOW,  I have something for you. And it has to be packed very carefully.,Winterfell,The North,Stark,1,Male
572,572,572,Season 1,S01E02,The Kingsroad,5,572,ARYA STARK,  A present?,Winterfell,The North,Stark,1,Female
573,573,573,Season 1,S01E02,The Kingsroad,5,573,JON SNOW,  Close the door. This is no toy. Be careful you don't cut yourself.,Winterfell,The North,Stark,1,Male
574,574,574,Season 1,S01E02,The Kingsroad,5,574,ARYA STARK,  It's so skinny.,Winterfell,The North,Stark,1,Female
575,575,575,Season 1,S01E02,The Kingsroad,5,575,JON SNOW," So are you. I had the blacksmith make it for you special. It won't hack a man's head off, but it can poke him full of holes if you're quick enough.",Winterfell,The North,Stark,1,Male
576,576,576,Season 1,S01E02,The Kingsroad,5,576,ARYA STARK, I can be quick.,Winterfell,The North,Stark,1,Female
577,577,577,Season 1,S01E02,The Kingsroad,5,577,JON SNOW,  You'll have to work at it every day. How does it feel? Do you like the balance?,Winterfell,The North,Stark,1,Male
578,578,578,Season 1,S01E02,The Kingsroad,5,578,ARYA STARK, I think so.,Winterfell,The North,Stark,1,Female
579,579,579,Season 1,S01E02,The Kingsroad,5,579,JON SNOW, First lesson: Stick them with the pointy end.,Winterfell,The North,Stark,1,Male
580,580,580,Season 1,S01E02,The Kingsroad,5,580,ARYA STARK,  I know which end to use.,Winterfell,The North,Stark,1,Female
581,581,581,Season 1,S01E02,The Kingsroad,5,581,JON SNOW,"  I'm going to miss you... Careful... All the best swords have names, you know.",Winterfell,The North,Stark,1,Male
582,582,582,Season 1,S01E02,The Kingsroad,5,582,ARYA STARK,  Sansa can keep her sewing needles. I've got a needle of my own.,Winterfell,The North,Stark,1,Female
583,583,583,Season 1,S01E02,The Kingsroad,5,583,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Winterfell,The North,Other,0,Other
584,584,584,Season 1,S01E02,The Kingsroad,6,584,JON SNOW,"Jon walks into Bran's room, where Catelyn is still at his bedside.",Winterfell,The North,Stark,1,Male
585,585,585,Season 1,S01E02,The Kingsroad,6,585,CATELYN STARK,"Jon walks into Bran's room, where Catelyn is still at his bedside.",Winterfell,The North,Stark,1,Female
586,586,586,Season 1,S01E02,The Kingsroad,6,586,JON SNOW,  I came to say goodbye to Bran.,Winterfell,The North,Stark,1,Male
587,587,587,Season 1,S01E02,The Kingsroad,6,587,CATELYN STARK,  You've said it.,Winterfell,The North,Stark,1,Female
588,588,588,Season 1,S01E02,The Kingsroad,6,588,JON SNOW,"  I wish I could be here when you wake up. I'm going north with Uncle Benjen. I'm taking the black. I know we always talked about seeing the Wall together, but you'll be able to come visit me at Castle Black when you're better. I'll know my way around by then. I'll be a sworn brother of the Night's Watch. We can go out walking beyond the Wall, if you're not afraid.",Winterfell,The North,Stark,1,Male
589,589,589,Season 1,S01E02,The Kingsroad,6,589,CATELYN STARK, I want you to leave.,Winterfell,The North,Stark,1,Female
590,590,590,Season 1,S01E02,The Kingsroad,6,590,JON SNOW,"Eddard walks into the room, Jon kisses Brandon on the forehead and exits.",Winterfell,The North,Stark,1,Male
591,591,591,Season 1,S01E02,The Kingsroad,6,591,CATELYN STARK, 17 years ago you rode off with Robert Baratheon. You came back a year later with another woman's son. And now you're leaving again.,Winterfell,The North,Stark,1,Female
592,592,592,Season 1,S01E02,The Kingsroad,6,592,NED STARK,  I have no choice.,Winterfell,The North,Stark,1,Male
593,593,593,Season 1,S01E02,The Kingsroad,6,593,CATELYN STARK," That's what men always say when honor calls. That's what you tell your families, tell yourselves. You do have a choice. And you've made it. I can't do it, Ned. I really can't.",Winterfell,The North,Stark,1,Female
594,594,594,Season 1,S01E02,The Kingsroad,6,594,NED STARK,  You can. You must.,Winterfell,The North,Stark,1,Male
595,595,595,Season 1,S01E02,The Kingsroad,6,595,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Winterfell,The North,Other,0,Other
596,596,596,Season 1,S01E02,The Kingsroad,7,596,JON SNOW,"In the courtyard, Jon prepping his horse to leave for the Wall.",Winterfell,The North,Stark,1,Male
597,597,597,Season 1,S01E02,The Kingsroad,7,597,ROBB STARK, You've said goodbye to Bran? He's not going to die. I know it.,Winterfell,The North,Stark,1,Male
598,598,598,Season 1,S01E02,The Kingsroad,7,598,JON SNOW,  You Starks are hard to kill.,Winterfell,The North,Stark,1,Male
